Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age_range,MonthlyIncome_range,experience,last_promotion,experienceInCurrentRole
46,1,R,669,Sales,0.37510474792386383,2,Medical,118,3,Male,64,2,3,SE,4,Single,0.9318776713762267,13596,-0.5864173580242138,0,16,3,4,0,0.01194059718201139,3,3,0.6487547716317403,1.0310406461599277,1.0143927182504924,0.9049235229276625,40's,5k-10k,<10,<5,5-10
40,0,F,530,Re&De,-1.5053496669764959,4,LE,119,3,Male,78,2,4,Healthcare,2,Married,1.4425662324248847,14115,-0.5864173580242138,0,22,4,4,1,1.2045474989798381,3,2,1.7495945463358997,0.009519418526307482,2.0956397277388885,1.4079847707358624,40's,10k-15k,20-30,10-15,<5
51,0,R,632,Sales,1.2963320365337836,4,Marketing,120,3,Male,71,3,2,SE,4,Single,0.07401182059329682,8423,-1.6217853521327694,1,22,4,4,0,0.27299902599686326,2,1,0.7747243810088977,0.8826704550237439,-0.11727146504788616,-1.675043127180746,50's,5k-10k,10-20,<5,5-10
30,0,R,1334,Sales,-0.43476288709933963,2,Medical,121,3,Female,63,2,2,SE,2,Divorced,0.008407796391913193,19760,-0.5864173580242138,1,12,3,2,3,0.27299902599686326,4,2,0.889725624247082,1.0310406461599277,0.38349791355828505,0.9049235229276625,30's,5k-10k,10-20,<5,5-10
46,0,F,638,Re&De,-1.5053496669764959,3,Medical,124,3,Male,40,2,3,Healthcare,1,Married,1.0884333656747927,3142,0.019234092976174,1,13,3,3,1,1.140898923908119,5,2,0.7747243810088977,1.16376230475229,1.8704636253407945,0.5479958873663928,40's,10k-15k,20-30,5-10,5-10
32,0,R,1093,Sales,-0.041631410602158754,4,Medical,125,2,Male,87,3,2,SE,3,Single,-0.050235657462297745,24301,-0.5864173580242138,0,16,3,1,0,0.38760875109346676,0,3,0.889725624247082,1.0310406461599277,1.2395688206485869,0.9049235229276625,30's,5k-10k,10-20,5-10,5-10
54,0,R,1217,Re&De,-1.0316074699401947,4,TD,126,1,Female,60,3,3,RD,3,Married,1.4476869607085443,24001,1.8176326760436148,0,12,3,1,1,0.7717244644490785,5,1,-0.2673643643857992,0.009519418526307482,-0.9733423721381878,0.04493463955819317,50's,10k-15k,10-20,<5,<5
24,0,R,1353,Sales,-0.6954820319532931,2,Other,128,1,Female,33,3,2,SE,3,Married,-0.05354483727230833,17519,-1.6217853521327694,0,21,4,1,1,-0.9805471649695675,2,2,-0.5622888525337819,-0.3528710041543192,-0.9733423721381878,-0.31199299600307684,20's,<5k,<10,<5,<5
28,0,N,120,Sales,-0.43476288709933963,3,Medical,129,2,Male,43,3,2,SE,3,Married,-0.3082237327950458,8863,-0.5864173580242138,0,15,3,2,0,-0.7194887361547153,3,4,-0.026393511770457165,0.29061126825485295,-0.9733423721381878,0.3217892224056365,20's,<5k,<10,<5,<5
58,0,R,682,Sales,0.48646440151058035,4,Medical,131,4,Male,37,3,4,SE,3,Single,1.4831611607489306,24409,-1.6217853521327694,0,13,3,3,0,1.9606646365283764,1,2,2.41319969492975,1.2838236490365953,-0.11727146504788616,1.0510571351745928,50's,10k-15k,30-40,<5,10-15
44,0,N,489,Re&De,1.3979954351294148,3,Medical,132,2,Male,67,3,2,LT,2,Married,-1.4012876697243764,25043,0.7822646819350587,0,12,3,3,1,0.8535671492801944,3,4,-0.5622888525337819,-0.3528710041543192,-0.11727146504788616,-0.31199299600307684,40's,<5k,10-20,<5,<5
37,1,R,807,HR,-0.041631410602158754,4,HR,133,3,Male,63,3,1,HR,1,Divorced,-1.3786102309975146,23648,0.7822646819350587,1,22,4,4,0,-0.3075690972864685,3,3,-0.5622888525337819,-0.3528710041543192,-0.9733423721381878,-0.31199299600307684,30's,<5k,<10,<5,<5
32,0,R,827,Re&De,-1.5053496669764959,1,LE,134,4,Male,71,3,1,RS,1,Single,-0.8444993531282057,15178,-0.5864173580242138,0,13,3,4,0,-2.292544621589625,2,3,-1.4784079885513208,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,30's,<5k,<10,<5,<5
20,1,F,871,Re&De,-0.041631410602158754,3,LE,137,4,Female,66,2,1,LT,4,Single,-0.8598546183207498,19783,-0.5864173580242138,1,18,3,2,0,-2.292544621589625,5,3,-1.4784079885513208,-1.7367826544685656,-0.11727146504788616,-1.675043127180746,20's,<5k,<10,<5,<5
34,0,R,665,Re&De,-0.041631410602158754,4,Other,138,1,Female,41,3,2,RS,3,Single,-0.11188180801811486,12482,-0.5864173580242138,0,14,3,3,0,0.7717244644490785,3,3,1.3500758020611967,1.5876132420396485,0.38349791355828505,1.3000296076241802,30's,<5k,10-20,<5,10-15
37,0,N,1040,Re&De,-1.0316074699401947,2,LE,139,3,Male,100,2,2,Healthcare,4,Divorced,-0.004946450518481573,15850,1.0546020870847297,0,14,3,4,1,0.8535671492801944,2,4,-1.4784079885513208,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,30's,5k-10k,10-20,<5,<5
59,0,N,1420,HR,-1.0316074699401947,4,HR,140,3,Female,32,2,5,Manager,4,Married,1.9444005565453863,21922,1.8176326760436148,0,21,4,4,1,1.631946825614273,3,3,-0.5622888525337819,-0.3528710041543192,0.38349791355828505,-0.31199299600307684,50's,15k-20k,30-40,<5,<5
50,0,F,1115,Re&De,-1.5053496669764959,3,LE,141,1,Female,73,3,5,RD,2,Married,1.8897230120779047,9755,0.4489506360843417,1,19,3,1,0,1.536454302687859,1,2,0.5095018289928678,0.009519418526307482,-0.9733423721381878,0.9049235229276625,50's,15k-20k,20-30,<5,<5
25,1,R,240,Sales,-0.22173983491699154,3,Marketing,142,3,Male,46,2,2,SE,3,Single,0.15560243259316045,26959,-0.5864173580242138,1,11,3,4,0,-0.49876697958303323,1,3,0.177344441121138,0.29061126825485295,-0.9733423721381878,0.04493463955819317,20's,5k-10k,<10,<5,<5
25,0,R,1280,Re&De,0.11438560306990991,1,Medical,143,4,Male,64,2,1,RS,4,Married,-0.8790110001388369,26897,-0.5864173580242138,0,11,3,3,2,-1.711976498306294,2,3,-0.9425126477879964,-0.3528710041543192,0.38349791355828505,-0.8150542438112763,20's,<5k,<10,<5,<5
22,0,R,534,Re&De,0.9242532380931131,3,Medical,144,2,Female,59,3,1,LT,4,Single,-0.8884191804296254,23785,-0.5864173580242138,0,15,3,3,0,-2.292544621589625,5,3,-2.39452712456886,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,20's,<5k,<10,<5,<5
51,0,F,1456,Re&De,-1.5053496669764959,4,Medical,145,1,Female,30,2,3,Healthcare,1,Single,0.5540006490211897,25796,0.4489506360843417,0,20,4,3,0,1.265486788148442,1,2,1.0934635771386776,1.4942601209226112,2.194496414003837,1.0510571351745928,50's,5k-10k,20-30,10-15,10-15
34,1,F,658,Re&De,0.11438560306990991,3,LE,147,1,Male,66,1,2,LT,3,Single,0.23970597858454568,22887,-0.5864173580242138,1,24,4,4,0,0.01194059718201139,3,3,0.6487547716317403,0.8826704550237439,-0.9733423721381878,0.7392508974613572,30's,5k-10k,<10,<5,5-10
54,0,N,142,HR,1.5356121941788146,3,HR,148,4,Female,30,4,4,Manager,4,Single,1.8181125574093404,13871,0.019234092976174,1,12,3,3,0,1.265486788148442,3,3,-0.026393511770457165,0.009519418526307482,1.0143927182504924,0.3217892224056365,50's,15k-20k,20-30,<5,<5
24,0,R,1127,Re&De,1.125041707062853,1,LE,150,2,Male,52,3,1,LT,3,Married,-0.9401562270265506,13257,-1.6217853521327694,0,12,3,3,1,-0.49876697958303323,2,3,-0.026393511770457165,0.009519418526307482,-0.11727146504788616,-0.31199299600307684,20's,<5k,<10,<5,<5
34,0,R,1031,Re&De,-0.041631410602158754,4,LE,151,3,Female,45,2,2,RS,2,Divorced,-0.2101930754437284,15000,1.2848600822687926,0,15,3,3,1,0.38760875109346676,3,3,-1.4784079885513208,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,30's,<5k,10-20,<5,<5
37,0,R,1189,Sales,-0.6954820319532931,3,LE,152,3,Male,87,3,3,SE,4,Single,0.5426922559278166,14506,0.019234092976174,0,12,3,1,0,0.38760875109346676,3,3,-0.026393511770457165,0.009519418526307482,-0.11727146504788616,0.04493463955819317,30's,5k-10k,10-20,<5,<5
34,0,R,1354,Re&De,-0.22173983491699154,3,Medical,153,3,Female,45,2,3,Manager,1,Single,1.2178577228189504,5615,0.019234092976174,0,12,3,4,0,0.5925087204653425,6,3,0.889725624247082,1.2838236490365953,1.2395688206485869,1.0510571351745928,30's,10k-15k,10-20,5-10,10-15
36,0,F,1467,Sales,0.5881278001062117,2,TD,154,2,Female,92,3,3,SE,4,Married,0.9503905723926219,22952,-1.6217853521327694,0,14,3,3,1,0.14841116175654057,6,3,0.6487547716317403,0.8826704550237439,0.38349791355828505,1.0510571351745928,30's,5k-10k,10-20,<5,5-10
36,0,R,922,Re&De,-0.6954820319532931,2,LE,155,1,Female,39,3,1,LT,4,Divorced,-0.9074137414967615,2561,1.0546020870847297,0,22,4,1,1,-0.3075690972864685,2,3,-1.4784079885513208,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,30's,<5k,<10,<5,<5
43,0,F,394,Sales,1.5356121941788146,2,LE,158,3,Male,92,3,4,Manager,4,Married,1.7857014940456146,19494,-0.5864173580242138,1,12,3,4,2,1.3800965132450453,3,4,1.9116356489170825,1.4942601209226112,1.0143927182504924,1.5072938939994467,40's,15k-20k,20-30,<5,10-15
30,0,F,1312,Re&De,1.3979954351294148,3,LE,159,1,Male,96,1,1,RS,3,Divorced,-1.0301581773280497,22310,-0.5864173580242138,0,25,4,3,3,0.14841116175654057,2,2,0.7747243810088977,0.8826704550237439,-0.9733423721381878,1.1817781057751064,30's,<5k,10-20,<5,5-10
33,0,N,750,Sales,1.3482691212331284,2,Marketing,160,3,Male,95,3,2,SE,2,Married,0.25744788190830814,15480,-1.6217853521327694,0,13,3,1,1,-0.1389206128713836,2,4,0.35383028348375706,0.8826704550237439,-0.9733423721381878,0.9049235229276625,30's,5k-10k,<10,<5,5-10
56,1,R,441,Re&De,0.8488469449601651,4,LE,161,2,Female,72,3,1,RS,2,Married,-0.06442600836347968,4510,1.8176326760436148,1,18,3,1,3,-0.3075690972864685,2,3,-0.026393511770457165,0.29061126825485295,1.0143927182504924,0.04493463955819317,50's,<5k,<10,<5,<5
51,0,R,684,Re&De,-0.041631410602158754,3,LE,162,1,Male,51,3,5,RD,3,Single,1.9987814680629292,6462,1.484318630192897,0,13,3,3,0,1.265486788148442,5,3,1.6293589179020018,1.9722996568606792,2.4509412562230186,1.7649124062971322,50's,15k-20k,20-30,15+,15+
31,1,R,249,Sales,-0.041631410602158754,4,LE,163,2,Male,76,1,2,SE,3,Married,0.2638036530720439,20739,0.7822646819350587,1,18,3,2,0,0.38760875109346676,3,2,0.35383028348375706,0.8826704550237439,1.594870349132717,0.9049235229276625,30's,5k-10k,10-20,5-10,5-10
26,0,R,841,Re&De,-0.041631410602158754,3,Other,164,3,Female,46,2,1,RS,2,Married,-1.178352132013385,23300,-0.5864173580242138,0,19,3,3,0,-0.7194887361547153,3,2,-0.026393511770457165,0.29061126825485295,1.0143927182504924,0.04493463955819317,20's,<5k,<10,<5,<5
58,1,R,147,Re&De,1.3979954351294148,4,Medical,165,4,Female,94,3,3,Healthcare,4,Married,1.0366244330376537,3465,-0.5864173580242138,0,12,3,4,1,2.0322724159329018,3,2,2.5136287890708937,1.2838236490365953,2.4509412562230186,0.7392508974613572,50's,10k-15k,40+,15+,10-15
19,1,R,528,Sales,1.3482691212331284,1,Marketing,167,4,Male,50,3,1,SR,3,Single,-1.6994553663666494,26820,-0.5864173580242138,1,19,3,4,0,-3.285032383741204,2,2,-2.39452712456886,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,,<5k,<10,<5,<5
22,0,R,594,Re&De,-1.0316074699401947,1,TD,169,3,Male,100,3,1,LT,4,Married,-1.0829173286461315,19299,-1.6217853521327694,0,14,3,3,1,-1.3000568594380468,2,3,-0.9425126477879964,-0.8636316179711291,0.38349791355828505,-0.8150542438112763,20's,<5k,<10,<5,<5
49,0,R,470,Re&De,1.241978421457346,4,Medical,170,3,Female,96,3,2,MD,1,Married,0.3572016892544793,5549,-0.5864173580242138,0,14,3,3,0,0.7717244644490785,2,2,1.2699494195012964,1.3934310688405542,1.2395688206485869,1.4079847707358624,40's,5k-10k,10-20,5-10,10-15
43,0,F,957,Re&De,1.6191042775119344,3,Medical,171,2,Female,72,4,1,RS,3,Single,-0.1339571486531638,16090,0.7822646819350587,0,12,3,4,0,0.9309836878585396,2,3,-0.5622888525337819,-0.3528710041543192,-0.11727146504788616,-0.31199299600307684,40's,<5k,10-20,<5,<5
50,0,F,809,Sales,0.6816490610771554,3,Marketing,174,3,Female,77,3,3,SE,4,Single,0.8661287665618845,6645,0.7822646819350587,0,11,3,4,0,0.7717244644490785,3,3,-0.9425126477879964,-0.3528710041543192,0.38349791355828505,-0.8150542438112763,50's,5k-10k,10-20,<5,<5
31,1,R,542,Sales,1.241978421457346,3,LE,175,2,Female,71,1,2,SE,3,Married,-0.1922544918611086,24788,0.4489506360843417,1,11,3,3,1,-0.9805471649695675,2,3,-0.9425126477879964,-0.3528710041543192,0.38349791355828505,-0.31199299600307684,30's,<5k,<10,<5,<5
41,0,R,802,Sales,0.37510474792386383,1,LE,176,3,Male,96,3,3,SE,3,Divorced,0.6895444402904338,21196,0.4489506360843417,1,13,3,3,1,0.38760875109346676,2,3,0.6487547716317403,0.8826704550237439,-0.9733423721381878,0.9049235229276625,40's,5k-10k,10-20,<5,5-10
26,0,R,1355,HR,1.4915166961003585,1,LE,177,3,Female,61,3,1,HR,3,Married,-0.8516456623873381,8916,-0.5864173580242138,0,23,4,4,1,-0.1389206128713836,3,3,0.5095018289928678,0.8826704550237439,1.2395688206485869,0.9049235229276625,20's,<5k,<10,5-10,5-10
36,0,R,216,Re&De,-0.041631410602158754,2,Medical,178,2,Male,84,3,2,MD,2,Divorced,-0.07111452849507188,2819,1.2848600822687926,0,20,4,4,2,-0.3075690972864685,0,3,-0.5622888525337819,-0.3528710041543192,-0.9733423721381878,-0.8150542438112763,30's,<5k,<10,<5,<5
51,1,F,1150,Re&De,0.2520023621193102,4,LE,179,1,Male,53,1,3,MD,4,Single,1.0851851569245055,25150,0.019234092976174,0,15,3,4,0,0.9309836878585396,2,3,-0.2673643643857992,-0.3528710041543192,-0.9733423721381878,0.04493463955819317,50's,10k-15k,10-20,<5,<5
39,0,R,1329,Sales,-0.43476288709933963,4,LE,182,4,Female,47,2,2,SE,3,Married,0.19645669093447257,14590,0.7822646819350587,0,14,3,3,1,0.8535671492801944,1,4,1.2699494195012964,1.3934310688405542,1.2395688206485869,1.1817781057751064,30's,5k-10k,10-20,5-10,10-15
25,0,R,959,Sales,1.6191042775119344,3,LE,183,1,Male,41,2,2,SE,3,Married,0.770089126215332,24835,0.019234092976174,0,18,3,4,0,-0.49876697958303323,3,3,-0.9425126477879964,-0.3528710041543192,0.38349791355828505,-0.31199299600307684,20's,5k-10k,<10,<5,<5
30,0,R,1240,HR,0.37510474792386383,3,HR,184,3,Male,48,3,2,HR,4,Married,0.30589882442693567,13982,-1.6217853521327694,1,19,3,4,0,0.38760875109346676,2,1,0.889725624247082,1.16376230475229,1.0143927182504924,0.9049235229276625,30's,5k-10k,10-20,<5,5-10
32,1,R,1033,Re&De,0.37510474792386383,3,Medical,190,1,Female,41,3,1,LT,1,Single,-0.31573232228613474,10224,1.484318630192897,0,22,4,1,0,0.14841116175654057,2,4,-0.026393511770457165,0.29061126825485295,-0.9733423721381878,0.3217892224056365,30's,<5k,10-20,<5,<5
45,0,R,1316,Re&De,1.6587145799833682,3,Medical,192,3,Male,83,3,1,RS,4,Single,-0.6109935627325269,9752,1.0546020870847297,0,13,3,2,0,0.01194059718201139,2,2,0.177344441121138,0.5202800323431175,-0.9733423721381878,0.04493463955819317,40's,<5k,<10,<5,5-10
38,0,R,364,Re&De,-0.6954820319532931,5,TD,193,4,Female,32,3,2,RS,3,Single,-0.27436765656021506,2302,0.4489506360843417,1,20,4,2,0,1.0044283593335894,2,3,-0.5622888525337819,-0.3528710041543192,0.38349791355828505,-0.31199299600307684,30's,<5k,10-20,<5,<5
30,0,R,438,Re&De,1.125041707062853,3,LE,194,1,Female,75,3,1,RS,3,Single,-1.0192525813971376,23910,-0.5864173580242138,0,14,3,3,0,-0.7194887361547153,4,2,-0.026393511770457165,0.29061126825485295,-0.9733423721381878,0.3217892224056365,30's,<5k,<10,<5,<5
32,0,F,689,Sales,0.37510474792386383,2,Medical,195,4,Male,35,1,2,SE,4,Divorced,-0.15668341493218332,22812,-1.6217853521327694,0,17,3,4,3,0.01194059718201139,2,4,0.5095018289928678,0.8826704550237439,-0.9733423721381878,0.9049235229276625,30's,<5k,<10,<5,5-10
30,0,R,201,Re&De,-0.22173983491699154,3,TD,197,4,Female,84,3,1,RS,1,Divorced,-0.7232248208698958,10415,1.0546020870847297,0,14,3,4,1,-0.1389206128713836,3,3,-0.5622888525337819,-0.3528710041543192,0.38349791355828505,-0.31199299600307684,30's,<5k,<10,<5,<5
30,0,R,1427,Re&De,-1.0316074699401947,1,Medical,198,2,Male,35,2,1,LT,4,Single,-0.9697476588010447,11162,-1.6217853521327694,0,13,3,4,0,-0.49876697958303323,3,3,-0.026393511770457165,0.009519418526307482,-0.11727146504788616,-0.31199299600307684,30's,<5k,<10,<5,<5
41,0,F,857,Re&De,0.48646440151058035,3,LE,199,4,Male,91,2,4,Manager,1,Divorced,1.8052843082955299,12888,0.7822646819350587,0,13,3,2,1,1.140898923908119,2,2,0.35383028348375706,0.7144622055422116,1.594870349132717,0.9049235229276625,40's,15k-20k,20-30,5-10,5-10
41,0,R,933,Re&De,0.37510474792386383,4,LE,200,3,Male,94,3,1,LT,1,Married,-1.2633388598275583,6961,0.019234092976174,0,21,4,4,1,-0.3075690972864685,2,3,-0.026393511770457165,-1.7367826544685656,-0.11727146504788616,0.3217892224056365,40's,<5k,<10,<5,<5
19,0,R,1181,Re&De,-0.6954820319532931,1,Medical,201,2,Female,79,3,1,LT,2,Single,-1.8826675711204932,16102,-0.5864173580242138,0,14,3,4,0,-2.292544621589625,3,3,-1.4784079885513208,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,,<5k,<10,<5,<5
40,0,F,1395,Re&De,1.5356121941788146,3,Medical,202,2,Female,54,3,2,RS,2,Divorced,0.11872103638945523,8504,-0.5864173580242138,0,11,3,1,1,1.0742889058518768,2,3,1.6293589179020018,0.8826704550237439,0.38349791355828505,1.5992397808308272,40's,5k-10k,20-30,<5,5-10
35,0,R,662,Sales,-1.5053496669764959,5,Marketing,204,3,Male,94,3,3,SE,2,Married,0.5154894868111862,11439,-0.5864173580242138,0,13,3,1,2,0.14841116175654057,3,3,0.7747243810088977,1.0310406461599277,-0.9733423721381878,0.7392508974613572,30's,5k-10k,10-20,<5,5-10
53,0,R,1436,Sales,-0.041631410602158754,2,Marketing,205,2,Male,34,3,2,SR,3,Married,-1.2182865727659853,16047,0.019234092976174,1,20,4,4,1,0.49372078256854574,3,1,0.35383028348375706,0.8826704550237439,1.0143927182504924,0.5479958873663928,50's,<5k,10-20,<5,5-10
45,0,R,194,Re&De,0.37510474792386383,3,LE,206,2,Male,60,3,2,LT,2,Divorced,-1.1911188606672178,10901,1.660253538085118,0,18,3,3,1,1.0742889058518768,2,1,1.4256209650104064,1.16376230475229,-0.9733423721381878,1.7649124062971322,40's,<5k,20-30,<5,5-10
32,0,F,967,Sales,0.2520023621193102,3,Marketing,207,2,Female,43,3,3,SE,4,Single,0.8313926490761597,15589,-0.5864173580242138,0,14,3,4,0,0.01194059718201139,2,3,0.6487547716317403,1.0310406461599277,0.7387994420424154,0.9049235229276625,30's,5k-10k,<10,<5,5-10
29,0,N,1496,Re&De,-1.5053496669764959,1,TD,208,4,Male,41,3,2,MD,3,Married,-0.2736703531790096,26283,-0.5864173580242138,0,13,3,1,1,0.14841116175654057,1,3,0.7747243810088977,0.8826704550237439,-0.9733423721381878,1.1817781057751064,20's,<5k,10-20,<5,5-10
51,0,R,1169,Re&De,0.11438560306990991,4,Medical,211,2,Male,34,2,2,MD,3,Married,0.25401439951729304,13983,0.019234092976174,0,17,3,3,0,0.14841116175654057,2,3,-1.4784079885513208,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,50's,5k-10k,10-20,<5,<5
58,0,R,1145,Re&De,0.37510474792386383,3,Medical,214,2,Female,75,2,1,RS,2,Married,-0.6579437253129944,11873,0.7822646819350587,1,20,4,2,1,0.01194059718201139,3,2,-1.4784079885513208,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,50's,<5k,<10,<5,<5
40,0,R,630,Sales,-0.43476288709933963,4,Marketing,215,3,Male,67,2,3,SE,4,Married,1.1138924436115498,8552,1.484318630192897,0,11,3,1,1,0.6849186648651102,2,2,0.9955165128995432,1.3934310688405542,0.38349791355828505,1.4079847707358624,40's,10k-15k,10-20,<5,10-15
34,0,F,303,Sales,-1.0316074699401947,4,Marketing,216,3,Female,75,3,1,SR,3,Married,-1.2680540443439159,11314,1.2848600822687926,0,18,3,4,1,-0.49876697958303323,3,3,-0.2673643643857992,0.009519418526307482,-0.11727146504788616,-0.31199299600307684,30's,<5k,<10,<5,<5
22,0,R,1256,Re&De,1.1849723829470664,1,Medical,217,3,Male,80,3,1,RS,4,Married,-1.2072310048065131,11992,-0.5864173580242138,0,24,4,1,2,-1.711976498306294,6,3,-0.9425126477879964,-0.3528710041543192,0.38349791355828505,-0.31199299600307684,20's,<5k,<10,<5,<5
27,0,N,691,Re&De,0.37510474792386383,3,Medical,218,4,Male,57,3,1,RS,2,Divorced,-1.414613656027721,5970,1.2848600822687926,0,18,3,4,1,-0.49876697958303323,1,1,-0.9425126477879964,-0.3528710041543192,0.38349791355828505,-0.31199299600307684,20's,<5k,<10,<5,<5
28,0,R,440,Re&De,1.2963320365337836,3,Medical,221,3,Male,42,3,1,RS,4,Married,-0.9736265151771321,6672,-0.5864173580242138,0,11,3,3,1,-0.7194887361547153,2,1,-0.026393511770457165,-0.3528710041543192,-0.9733423721381878,-0.31199299600307684,20's,<5k,<10,<5,<5
57,0,R,334,Re&De,1.4456915278010198,2,LE,223,3,Male,83,4,3,Healthcare,4,Divorced,0.9034351896488462,23402,0.4489506360843417,1,16,3,2,1,0.38760875109346676,2,1,-0.026393511770457165,0.009519418526307482,-0.11727146504788616,0.3217892224056365,50's,5k-10k,10-20,<5,<5
27,0,N,1450,Re&De,-0.6954820319532931,3,Medical,224,3,Male,79,2,1,RS,3,Divorced,-1.057479463907599,25326,-0.5864173580242138,1,15,3,4,1,-2.292544621589625,2,2,-1.4784079885513208,-0.8636316179711291,-0.9733423721381878,-0.8150542438112763,20's,<5k,<10,<5,<5
50,0,R,1452,Re&De,0.5881278001062117,3,LE,226,3,Female,53,3,5,Manager,2,Single,2.0284677991732196,17053,0.4489506360843417,0,15,3,2,0,1.140898923908119,5,3,-0.026393511770457165,0.29061126825485295,1.0143927182504924,0.3217892224056365,50's,15k-20k,20-30,<5,<5
41,0,R,465,Re&De,0.8488469449601651,3,LE,227,1,Male,56,3,1,RS,3,Divorced,-1.1264973464744137,4609,0.7822646819350587,0,12,3,1,1,0.49372078256854574,2,3,0.6487547716317403,1.0310406461599277,-0.11727146504788616,1.0510571351745928,40's,<5k,10-20,<5,5-10
30,0,R,1339,Sales,-0.22173983491699154,3,LE,228,2,Female,41,3,3,SE,4,Married,0.9002414946557176,8053,0.019234092976174,0,12,3,3,1,0.38760875109346676,2,3,0.7747243810088977,1.16376230475229,1.594870349132717,0.3217892224056365,30's,5k-10k,10-20,5-10,5-10
38,0,R,702,Sales,-1.5053496669764959,4,LE,230,1,Female,59,2,2,SE,4,Single,0.7782583447698243,12930,0.7822646819350587,0,22,4,3,0,0.38760875109346676,2,4,0.5095018289928678,0.009519418526307482,-0.9733423721381878,0.9049235229276625,30's,5k-10k,10-20,<5,<5
32,0,R,120,Re&De,-0.041631410602158754,5,LE,231,3,Male,43,3,1,RS,3,Single,-0.8033100662724506,12430,0.4489506360843417,0,20,4,1,0,-0.1389206128713836,2,3,-0.026393511770457165,0.29061126825485295,-0.11727146504788616,0.3217892224056365,30's,<5k,<10,<5,<5
27,0,R,1157,Re&De,1.061869997142513,3,TD,233,3,Male,51,3,1,RS,2,Married,-0.7934325193773678,13364,-1.6217853521327694,1,16,3,4,1,-0.49876697958303323,3,2,-0.026393511770457165,-0.3528710041543192,-0.11727146504788616,-0.8150542438112763,20's,<5k,<10,<5,<5
19,1,F,602,Sales,-1.5053496669764959,1,TD,235,3,Female,100,1,1,SR,1,Single,-1.2059356699956236,20989,-1.6217853521327694,0,21,4,1,0,-2.292544621589625,5,4,-2.39452712456886,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,,<5k,<10,<5,<5
36,0,F,1480,Re&De,-0.6954820319532931,2,Medical,238,4,Male,30,3,1,LT,2,Single,-1.3677586830165707,15062,0.7822646819350587,0,12,3,3,0,0.49372078256854574,3,2,0.5095018289928678,0.8826704550237439,1.594870349132717,-0.31199299600307684,30's,<5k,10-20,5-10,5-10
